age,income,credit_history_years,existing_loans,employment_type,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,loan_approved
70,20000,43,0,Full-time,69878,36,0.4126040948534819,425,0
27,53264,4,3,Self-employed,97054,36,0.3752474053511162,425,0
53,20000,19,2,Full-time,109154,36,0.8701503889865239,425,0
27,20000,28,3,Part-time,47352,24,1.6269701854392788,550,0
45,20000,23,1,Self-employed,66416,12,1.7587481888719607,760,0
31,20765,1,2,Full-time,42423,48,2.0,764,0
35,20000,6,3,Full-time,35866,24,1.3989195945731123,497,0
32,21286,1,2,Full-time,46814,12,0.14293565156256072,695,1
26,21505,6,5,Self-employed,50394,36,0.3472998893609132,534,0
38,20000,8,1,Full-time,38434,36,0.01794589970553293,425,0
43,232387,13,4,Full-time,7394,36,0.735551020643112,781,1
46,55491,16,4,Part-time,25756,36,0.18590547734603136,440,0
58,30599,21,2,Full-time,80760,36,0.01794589970553293,686,1
32,53154,29,3,Unemployed,54999,36,0.01794589970553293,425,1
51,78035,21,2,Full-time,25469,36,0.01794589970553293,590,1
61,20000,41,2,Full-time,95953,24,2.0,490,0
58,25327,16,2,Part-time,79427,36,0.3768978103466636,731,1
45,53171,30,2,Full-time,11097,36,0.01794589970553293,425,0
48,74169,49,2,Full-time,44508,36,0.01794589970553293,804,1
58,72005,41,2,Full-time,28085,60,0.01794589970553293,832,1
51,60412,1,4,Part-time,57729,36,0.01794589970553293,485,1
35,65942,8,1,Part-time,100410,36,0.3062260308559638,443,0
44,21363,41,2,Full-time,18794,48,0.9282256221648406,709,1
56,20000,41,2,Full-time,72410,24,1.7319382265771508,557,1
26,20000,15,1,Part-time,109154,36,0.30368630005747,634,0
56,32107,12,2,Full-time,37791,36,0.5067108795769376,690,0
47,166919,15,0,Full-time,76836,36,0.4192086480459065,614,1
30,69970,17,4,Full-time,9243,36,0.01794589970553293,752,0
34,20000,44,2,Part-time,12505,24,0.6353433041677611,730,0
38,31910,15,2,Full-time,52921,36,0.01794589970553293,691,1
38,20000,41,3,Unemployed,109154,36,1.0870093017696527,546,0
59,130731,7,0,Full-time,31285,12,0.49409213978929917,695,1
18,31441,36,2,Full-time,45564,36,1.7906815138714651,605,0
25,52223,40,4,Self-employed,51690,24,1.0483823710094733,751,1
18,20163,30,1,Part-time,24854,48,0.1502975449068675,850,1
49,204637,27,2,Full-time,24929,24,0.7524705299959493,841,0
37,26122,8,1,Part-time,30946,48,0.01794589970553293,490,0
70,40083,5,4,Full-time,34365,24,0.01794589970553293,671,0
24,33402,5,5,Full-time,24158,36,1.3233350465917346,817,1
58,232387,29,3,Full-time,10661,24,0.01794589970553293,842,1
40,91813,23,0,Full-time,35158,24,0.7441939714844992,823,1
42,26488,13,1,Full-time,33489,60,0.01794589970553293,665,1
19,23195,12,2,Part-time,60766,12,0.7882114030628184,532,0
36,40534,49,2,Full-time,23178,48,0.2247810868966088,536,0
18,96601,49,4,Full-time,96503,36,0.01794589970553293,784,1
23,20000,13,2,Full-time,82014,36,0.9855019793544058,474,0
41,31766,32,1,Self-employed,47663,12,0.7330503589521418,745,0
47,82269,24,2,Full-time,48420,36,0.01794589970553293,777,1
23,20000,3,5,Full-time,34757,12,0.8069554155295291,661,1
40,20000,0,1,Self-employed,32295,36,1.027849722245356,699,0
34,152324,25,2,Self-employed,5759,48,0.28225040931062445,850,0
41,20000,8,2,Full-time,14979,36,0.07766996354454019,850,1
80,20000,40,1,Full-time,41990,24,0.9586220655330497,759,1
23,20000,14,3,Self-employed,17545,36,0.33815664549990604,455,0
18,28235,32,2,Full-time,24268,36,0.16497502188685748,723,1
45,25925,20,4,Full-time,26532,12,0.20882956153112553,511,1
46,20000,15,4,Part-time,67238,36,0.627321826788774,468,1
64,40316,16,4,Part-time,33069,36,0.01794589970553293,425,1
38,21251,0,4,Full-time,97428,36,0.01794589970553293,438,0
46,20000,14,1,Unemployed,57085,24,0.47078690281938085,425,0
37,20000,29,3,Full-time,36321,36,0.7516319104832732,739,1
61,191312,29,2,Part-time,102434,24,0.23708902760605916,795,1
37,20000,26,2,Unemployed,78717,24,1.680995771211767,782,0
47,20000,5,3,Full-time,91638,36,1.271224248292135,850,0
48,20000,6,1,Full-time,22299,36,0.9089948794770715,425,1
47,60756,11,2,Full-time,40741,36,0.2659195408439564,825,1
50,65896,4,4,Full-time,8819,36,0.01794589970553293,699,0
27,20000,38,2,Full-time,63631,12,2.0,757,0
56,23536,26,4,Full-time,28750,36,0.01794589970553293,701,1
45,28333,26,2,Part-time,10336,36,0.100538861245838,696,1
22,60320,4,2,Part-time,50495,36,0.01794589970553293,819,1
33,20000,15,3,Full-time,30285,36,0.1303665177609249,743,0
46,20000,22,4,Full-time,5000,36,0.01794589970553293,642,0
54,76514,17,2,Full-time,28761,36,0.01794589970553293,640,1
32,64789,26,2,Full-time,33430,36,0.01794589970553293,748,1
55,23126,16,2,Full-time,109154,24,2.0,660,1
33,20000,18,1,Full-time,64102,24,0.33758275108752267,676,0
61,86580,14,4,Unemployed,31362,36,0.01794589970553293,812,1
50,20000,33,2,Full-time,22271,48,1.0590849102542266,489,0
21,20000,24,4,Full-time,15955,36,2.0,840,1
50,20000,32,4,Full-time,31202,24,0.950272354698566,657,0
53,24167,36,5,Full-time,42565,36,0.01794589970553293,707,1
56,20000,50,4,Self-employed,13948,36,0.9066456764834602,545,0
19,20000,18,2,Full-time,109154,24,0.9386079870439974,569,1
24,20000,36,1,Self-employed,45677,24,1.0441019835987768,531,0
47,20000,41,3,Part-time,35926,36,0.2638638182482786,737,0
25,20000,35,0,Self-employed,109154,36,1.1997606322965169,601,1
46,33762,18,1,Full-time,52202,36,0.24681865133237618,790,0
36,20000,30,2,Full-time,109154,36,0.5950814693236032,474,0
39,20000,26,2,Full-time,76237,48,0.06613725593044306,457,1
44,115268,10,4,Full-time,25642,36,0.01794589970553293,742,1
18,20000,28,3,Full-time,28550,24,1.800485228582841,599,0
30,51739,34,3,Full-time,72896,36,0.01794589970553293,721,1
66,35407,30,3,Full-time,5000,36,0.01878173164791086,838,1
37,20000,9,4,Full-time,87991,12,0.9068746061489128,425,1
18,33442,19,8,Self-employed,48258,48,0.45873084968895994,425,0
59,79416,43,2,Full-time,16625,36,0.22653572908950367,744,1
22,42735,8,1,Full-time,5000,36,0.3484886338238998,425,0
37,91470,27,2,Full-time,109154,24,0.01794589970553293,850,1
47,56201,42,3,Full-time,5000,36,0.08096468600127793,783,1
44,24340,12,4,Full-time,50151,36,0.23684479899500685,425,0
41,76804,21,2,Self-employed,19377,24,0.5435942210291723,730,1
44,20000,3,2,Full-time,11742,36,0.22055178199330305,766,0
48,71329,22,1,Self-employed,16302,36,0.10107623589535486,818,1
40,81597,33,1,Self-employed,40397,48,0.10113589015573321,756,0
80,21936,32,4,Full-time,109154,24,1.662888307794807,664,1
46,20000,23,1,Part-time,77187,36,0.11918465271440981,425,0
30,44103,31,1,Full-time,84167,36,1.9126831188684816,717,1
34,21391,25,1,Full-time,73708,24,1.608410327308138,682,0
31,71445,48,3,Full-time,70746,36,0.2878781630802759,850,1
44,25609,7,1,Part-time,81384,24,0.6843019583600227,524,1
34,142879,11,2,Full-time,32489,12,1.9802626655978965,645,1
48,29728,29,2,Full-time,36490,12,0.5119935434529848,746,1
30,137719,34,4,Full-time,61902,36,0.01794589970553293,820,1
44,20000,23,2,Full-time,21784,36,0.43784582096218927,850,1
37,70050,34,1,Full-time,45373,36,0.428986601239847,850,1
38,95396,20,1,Full-time,33607,24,0.035837236289392754,497,1
34,20000,22,3,Full-time,42646,12,0.6221441736023002,425,0
18,20000,8,2,Full-time,83077,36,1.6333381801639448,549,0
22,20000,36,2,Full-time,87188,36,0.4834552495436139,782,1
61,46836,14,1,Full-time,53467,24,0.40583681788888726,823,1
51,20000,18,4,Part-time,34724,12,0.06052196864892623,633,0
43,232307,19,4,Full-time,20622,36,0.01794589970553293,547,1
33,121885,5,2,Full-time,5000,12,1.1804380478304988,762,0
37,167261,42,1,Full-time,5000,48,0.01794589970553293,850,1
48,20000,35,0,Full-time,35089,24,0.01794589970553293,441,0
59,32730,49,2,Full-time,15452,36,0.45797579964985236,724,1
19,68009,10,2,Full-time,21823,24,0.6730728540099896,832,1
58,20053,11,4,Full-time,71617,36,0.17312147277968085,586,0
